,label,text,regex,removed_stopwords,snowball,potter,snowball_nostop,lemmatized,regex_lemm_nostop,reg_nostop_snowball
734,1,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,also serve indian naan bread hummus spicy pine nut sauce world,they also now serv indian naan bread with hummus and some spici pine nut sauc that was out of this world,also serv indian naan bread hummu spici pine nut sauc world,also serv indian naan bread hummus spici pine nut sauc world,they also now serve indian naan bread with hummus and some spicy pine nut sauce that wa out of this world,also serve indian naan bread hummus spicy pine nut sauce wa world,also serv indian naan bread hummus spici pine nut sauc world
735,0,"Probably never coming back, and wouldn't recommend it.",probably never coming back and wouldnt recommend it,probably never coming back wouldnt recommend,probabl never come back and wouldnt recommend it,probabl never come back wouldnt recommend,probabl never come back wouldnt recommend,probably never coming back and wouldnt recommend it,probably never coming back wouldnt recommend,probabl never come back wouldnt recommend
736,0,"Friend's pasta -- also bad, he barely touched it.",friends pasta    also bad he barely touched it,friends pasta also bad barely touched,friend pasta also bad he bare touch it,friend pasta also bad bare touch,friend pasta also bad bare touch,friend pasta also bad he barely touched it,friend pasta also bad barely touched,friend pasta also bad bare touch
737,1,"Try them in the airport to experience some tasty food and speedy, friendly service.",try them in the airport to experience some tasty food and speedy friendly service,try airport experience tasty food speedy friendly service,tri them in the airport to experi some tasti food and speedi friend servic,tri airport experi tasti food speedi friendli servic,tri airport experi tasti food speedi friend servic,try them in the airport to experience some tasty food and speedy friendly service,try airport experience tasty food speedy friendly service,tri airport experi tasti food speedi friend servic
738,1,I love the decor with the Chinese calligraphy wall paper.,i love the decor with the chinese calligraphy wall paper,love decor chinese calligraphy wall paper,i love the decor with the chines calligraphi wall paper,love decor chines calligraphi wall paper,love decor chines calligraphi wall paper,i love the decor with the chinese calligraphy wall paper,love decor chinese calligraphy wall paper,love decor chines calligraphi wall paper
739,1,Never had anything to complain about here.,never had anything to complain about here,never anything complain,never had anyth to complain about here,never anyth complain,never anyth complain,never had anything to complain about here,never anything complain,never anyth complain
740,1,The restaurant is very clean and has a family restaurant feel to it.,the restaurant is very clean and has a family restaurant feel to it,restaurant clean family restaurant feel,the restaur is veri clean and has a famili restaur feel to it,restaur clean famili restaur feel,restaur veri clean famili restaur feel,the restaurant is very clean and ha a family restaurant feel to it,restaurant clean ha family restaurant feel,restaur clean famili restaur feel
741,0,It was way over fried.,it was way over fried,way fried,it was way over fri,way fri,way fri,it wa way over fried,wa way fried,way fri
742,0,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,im not sure long stood but long enough begin feel awkwardly place,im not sure how long we stood there but it was long enough for me to begin to feel awkward out of place,im not sure long stood but long enough begin feel awkwardli place,im sure long stood long enough begin feel awkward place,im not sure how long we stood there but it wa long enough for me to begin to feel awkwardly out of place,im sure long stood wa long enough begin feel awkwardly place,im not sure long stood but long enough begin feel awkward place
743,0,"When I opened the sandwich, I was impressed, but not in a good way.",when i opened the sandwich i was impressed but not in a good way,opened sandwich impressed but not good way,when i open the sandwich i was impress but not in a good way,open sandwich impress but not good way,open sandwich impress good way,when i opened the sandwich i wa impressed but not in a good way,opened sandwich wa impressed good way,open sandwich impress but not good way
744,0,Will not be back!,will not be back,not back,will not be back,not back,back,will not be back,back,not back
745,1,There was a warm feeling with the service and I felt like their guest for a special treat.,there was a warm feeling with the service and i felt like their guest for a special treat,warm feeling service felt like guest special treat,there was a warm feel with the servic and i felt like their guest for a special treat,warm feel servic felt like guest special treat,warm feel servic felt like guest special treat,there wa a warm feeling with the service and i felt like their guest for a special treat,wa warm feeling service felt like guest special treat,warm feel servic felt like guest special treat
746,1,An extensive menu provides lots of options for breakfast.,an extensive menu provides lots of options for breakfast,extensive menu provides lots options breakfast,an extens menu provid lot of option for breakfast,extens menu provid lot option breakfast,extens menu provid lot option breakfast,an extensive menu provides lot of option for breakfast,extensive menu provides lot option breakfast,extens menu provid lot option breakfast
747,1,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",i always order from the vegetarian menu during dinner which has a wide array of options to choose from,always order vegetarian menu dinner wide array options choose,i alway order from the vegetarian menu dure dinner which has a wide array of option to choos from,alway order vegetarian menu dinner wide array option choos,alway order vegetarian menu dure dinner wide array option choos,i always order from the vegetarian menu during dinner which ha a wide array of option to choose from,always order vegetarian menu dinner ha wide array option choose,alway order vegetarian menu dinner wide array option choos
