,label,text
610,0,It doesn't work in Europe or Asia.
611,1,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.
612,1,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.
613,1,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.
614,0,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.
615,0,the charger worked for about a week and then completely stopped charging my phone.
616,0,Poor product.
617,0,However I needed some better instructions.
618,0,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.
619,1,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).
620,0,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack."
621,0,DO NOT BUY DO NOT BUYIT SUCKS
622,1,This is a great product..... sure beats using your fingers!.
623,0,"Plus, I seriously do not believe it is worth its steep price point."
624,1,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.
625,0,Very Dissapointing Performance.
626,0,Don't make the same mistake that I did and please don't buy this phone.
627,0,This phone might well be the worst I've ever had in any brand.
628,0,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.
629,1,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.
630,0,Don't bother - go to the store.
631,1,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!"
632,1,I did not have any problem with this item and would order it again if needed.
633,0,You get what you pay for I guess.
634,1,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection."
635,1,im surprised this is a good quality car charger and there's not much reviews about it.
636,1,These are fabulous!
637,0,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up."
638,1,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.
639,0,Disappointing accessory from a good manufacturer.
640,0,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call."
641,1,Very wind-resistant.
642,0,"Obviously they have a terrible customer service, so you get what you pay for."
643,1,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried."
644,0,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck."
645,0,Linksys should have some way to exchange a bad phone for a refurb unit or something!
646,1,Phone is sturdy as all nokia bar phones are.
647,1,Great phone.
648,0,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides."
649,1,I'm pleased.
650,0,Battery is terrible.
651,1,I found the product to be easy to set up and use.
652,0,The earpiece on this is too large or too heavy...it keeps falling out of my ear.
653,0,Utter crap.. Sound quality is TERRIBLE.
654,0,"The charger arrived within the promised timeframe, but it did not work."
655,1,"No ear loop needed, it's tiny and the sound is great."
656,0,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor."
657,1,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high."
658,0,Talk about USELESS customer service.
659,0,"It felt too light and ""tinny.""."
660,0,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.
661,1,I'm happy about this purchase- good quality and low price.
662,1,I love the look and feel of Samsung flipphones.
663,1,Its well-designed and very sharp -- the blue is a very nice color.
664,1,Does everything it should and more.
665,0,I could not recommend these more.
666,1,Nice Sound.
667,0,"Looks good in the picture, but this case was a huge disappointment!!"
668,1,Much less than the jawbone I was going to replace it with.
669,1,Setup went very smoothly.
670,0,its extremely slow and takes forever to do anything with it.
671,0,"A must study for anyone interested in the ""worst sins"" of industrial design."
672,0,The first thing that happened was that the tracking was off.
673,1,"It is well made, easy to access the phone and has a handy, detachable belt clip."
674,0,Then I had to continue pairing it periodically since it somehow kept dropping.
675,0,Can't upload ringtones from a third party.
676,0,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked."
677,0,Truly awful.
678,1,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did."
679,1,The volume for the ringer is REAL good (you have choices how loud).
680,0,And none of the tones is acceptable.
681,0,camera color balance is AWFUL.
682,0,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless."
683,1,I love the ringtones because they are so upbeat!
684,0,Chinese Forgeries Abound!.
685,1,Easy to pair with my Samsung Cell.
686,0,The instructions didn't explain that a microphone jack could be used.
687,0,i would advise to not purchase this item it never worked very well.
688,0,Too bad you have to pay up to $$$ a month for the service!
689,1,Works well.
690,0,The nokia CA-42 USB cable did not work with my phone.
691,1,Clear crisp sound.
692,1,"I have to use the smallest earpieces provided, but it stays on pretty well."
693,0,"The biggest complaint I have is, the battery drains superfast."
694,0,The design might be ergonomic in theory but I could not stand having these in my ear.
695,0,Do NOT buy if you want to use the holster.
696,1,The phone can also take great pictures and even video clips.
697,0,It doesn't make you look cool.
698,1,"Because both ears are occupied, background is not distracting at all."
699,1,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day."
700,0,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player."
701,1,You can't beat the price on these.
702,1,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!"
703,1,lightweight and works well.
704,0,So just beware.
705,1,I love this cable - it allows me to connect any mini-USB device to my PC.
706,0,So anyone near you will hear part of your conversation.
707,1,This is cool because most cases are just open there allowing the screen to get all scratched up.
